age,bmi,sleep_hours,heart_rate,activity_level,caffeine_mg,work_hours,meditation_min,screen_time_hours,social_support,stress_score,stress_level
45,26,8.5,61.7,47,171.4,7.7,11.1,4,3,27.5,Low
54,24.7,6.9,56.5,92,0,7,7,3.5,2,17,Low
58,28.5,5.1,74,12,169.5,5.8,16.8,8.7,2,62.7,Medium
53,23.4,6,82.1,2,181.8,8,16.1,7,5,59.5,Medium
44,21.5,7.6,68.6,1,198.1,3.8,1.3,5,5,48.2,Medium
34,23.6,5.8,60,15,73.5,8.1,6.5,3.7,0,52,Medium
26,23.6,3,50.6,93,0,8,3.8,5,0,40.4,Medium
50,24.7,6.5,85.1,5,214.5,9.4,1.2,3.5,2,78.1,High
37,27.5,6.6,81.7,44,52,4.8,1.1,4.8,5,44.8,Medium
30,27.3,7,74.2,70,247.8,12.3,0.4,10.1,0,72.2,High
45,29.8,8.9,87.2,4,103.7,11.5,7.9,6.5,3,64.2,Medium
46,21.8,7.1,70.6,55,67.8,6.5,2,4.8,5,32.6,Low
30,26.6,7.4,65.5,70,178,10.9,9.7,7.4,1,48.6,Medium
63,27.9,8.6,77,97,199.3,9.7,4.7,4.1,5,32.6,Low
52,22.3,7,60.4,31,194.5,7.1,5.6,5.2,3,41.9,Medium
23,24.2,10,59.6,48,190.1,6.8,1.7,2.3,2,24.2,Low
35,18,5.1,74.2,12,93.4,6.9,3.1,8.5,4,59.2,Medium
22,28.6,5.6,80.4,29,27.8,13.7,2.7,5.6,4,77.2,High
64,24.1,7.9,56.8,24,118.8,10.7,1.3,4.4,2,47,Medium
42,28.2,8.9,59.2,84,58.3,7.6,8.9,7.3,3,9.7,Low
19,25.8,6.7,65.9,59,184.6,7.8,4.9,3.9,0,47.5,Medium
27,24.3,5.5,62.5,58,219.9,9.7,0.2,4,5,51.8,Medium
47,18.6,9.6,71.6,84,163.8,9.6,8.6,5.2,5,22.4,Low
62,19.3,5.8,67.6,27,149.9,6.1,0.6,3.6,0,60.5,Medium
22,14.6,7.5,76.4,57,125.2,8.6,2.6,4.7,4,41.6,Medium
50,22.7,9,72,19,228.4,6.9,4.2,5.6,2,45.9,Medium
18,34.1,6.3,68.1,33,3.6,8.3,0,5.8,2,45.5,Medium
35,19.8,6.1,48.5,4,53.5,7.9,5.3,3.4,1,41.7,Medium
49,14.5,6.2,66.5,81,296.1,10,5.4,5.5,4,51.3,Medium
64,28.9,8.4,54.8,59,49.6,7.5,5.3,7.2,2,18.3,Low
28,34.5,8.6,68.2,42,192.5,8.2,0.9,7.5,1,42.7,Medium
38,26.2,7.1,63.4,56,208.9,4.2,1.5,5,0,46.9,Medium
43,26.2,9.8,65.5,56,0,8.6,1.4,5.6,4,15,Low
42,23.8,7,56.2,74,11.3,6.4,16.1,5.5,4,13,Low
39,17.8,8.9,59.1,53,251.2,5,0.3,3.2,2,32.9,Low
44,19.2,6.4,78.6,80,72.2,10.3,2.8,4.9,2,52.7,Medium
30,23.7,10,80.8,44,74.3,7.9,10.2,7.6,3,27.5,Low
50,23,9.4,84.3,85,108.3,3.8,7.3,7.6,0,33.7,Medium
51,24.5,6.8,69.9,36,72.4,6.4,8.6,6.8,0,47.1,Medium
58,28.3,9.2,74.4,83,192.1,8,17.9,0.7,5,18.1,Low
52,22.7,9.1,80.5,47,55.4,8.1,2.4,4.4,1,38.4,Medium
18,28.4,9.3,57,53,0,7,1.9,6.9,1,16.8,Low
38,22.7,3.3,76.9,47,242.5,1.3,0.2,9.4,3,74.9,High
23,29.2,8.1,85.1,5,59.4,6.9,0.8,6,5,48,Medium
45,25.3,7.8,61.3,33,89.8,10.1,4.1,6.2,0,47.9,Medium
34,23.3,7.7,83,62,216.4,10.8,0.9,5.8,1,65.5,Medium
22,25.3,7.3,90.7,77,155.6,6.8,6.7,3.4,0,54.5,Medium
48,23.8,7.4,77.2,47,239,11.8,0.2,6.7,0,74.7,High
22,25.5,8.9,76.2,22,217.6,4.8,1.5,3,5,42.3,Medium
55,28,7.8,60.3,83,113.7,6.4,5.9,5.8,1,25.6,Low
20,24.7,7.3,80.5,12,231.8,9.8,1.5,6.2,2,71.5,High
40,23.5,8.7,59,46,163.4,9.5,6.5,6.1,2,34.6,Medium
54,20.5,7.6,71.4,43,102.1,8,27.4,3.4,5,25.5,Low
54,27.3,7.8,75.9,31,173.2,5.8,8,4.6,1,50.3,Medium
27,26.4,9.8,40,25,45.2,5.8,2.1,7.4,3,6.8,Low
27,20.3,6.3,71.7,52,216.7,6.5,11.5,6.1,4,45.6,Medium
36,28.3,4.7,97.9,13,206.3,5.8,0.3,4.6,5,82.3,High
34,20.2,7.1,46.7,51,159.6,8.3,6.5,3.9,0,33.4,Medium
38,29.1,7.3,71.5,35,0,7.8,0.1,7.6,5,33.5,Medium
31,27.8,8.1,51.9,7,242.4,5.7,1,6.1,4,37.6,Medium
26,26.7,7.2,61.9,39,185,7.3,21.9,3.7,5,28.9,Low
63,23.5,8.1,50,85,148.2,2.7,2.2,5.6,1,19.8,Low
18,27.3,10,72.7,21,135.5,8.7,8.6,4.4,0,40.9,Medium
62,29.3,8.2,80.1,15,107.1,9.4,2.4,6.6,4,52,Medium
30,27.4,8.5,75.3,90,122.4,6.2,9.2,8.5,2,27.2,Low
21,22.3,6.8,59.3,59,211.5,6.4,16.8,3.8,3,32.8,Low
18,26.1,4.9,64.5,59,108.7,8.5,2.9,6.3,5,44,Medium
57,29.5,3.6,75,9,128.1,8.2,4.1,6.3,5,69,High
49,33.8,6.2,65.4,24,139.8,9.5,5,1.7,4,52.6,Medium
51,24.2,3.1,56.3,30,142,6.4,13.7,7.7,3,55.3,Medium
45,28.4,7.8,69.3,20,100.6,6.7,1.5,10.2,5,37.7,Medium
48,29.5,6.4,62.8,90,136.4,7.6,4.7,6.3,2,33,Medium
25,21.8,5,72.5,80,177.5,5.9,2,8.7,4,48.5,Medium
56,32.1,7.2,86.5,32,77.6,7.5,1.2,3.5,1,57.7,Medium
43,20.7,5.9,93.8,30,136.8,5.9,0.4,4.6,0,76.3,High
51,28.2,7.7,75,89,304.5,8.8,4.8,6.1,2,46.9,Medium
20,26.2,8.1,77.1,20,144.9,6.1,10.7,4.3,3,44.8,Medium
29,25.2,5.9,64.1,35,75.6,8.5,2.2,6.1,3,46.4,Medium
18,35.2,6.6,69.7,64,66.2,10.9,4,8,2,50.9,Medium
61,23.8,7.3,82.2,3,48.8,8.9,5.1,4.2,1,61.5,Medium
22,23.7,4.9,66.6,67,280.2,8.4,2.7,8.1,5,52.9,Medium
47,30.3,7.3,73.4,89,230.6,5.3,11.7,2.2,1,40.2,Medium
47,28,4.9,83.7,3,46.8,10.8,2.3,4.9,5,75.9,High
34,30.1,7.8,69.9,8,167.1,10.2,0.7,5.6,5,54.1,Medium
64,25.5,6.3,85.3,29,248,7.7,0.8,4.1,3,67.9,High
40,26.3,4.8,76.4,44,146.8,7.2,11.1,4.9,5,52.9,Medium
32,32.6,6.1,78.4,3,110.7,6.4,22.1,8.8,2,56.8,Medium
54,21.7,6.2,61.9,68,329.3,11.6,1.7,8.5,5,58.8,Medium
38,24.6,8.6,74.9,22,0,9.6,0.8,7.4,2,44.6,Medium
31,28.2,7.3,67.3,15,360.6,6.5,3.3,8.1,0,65.4,Medium
19,24.2,5.6,74.3,21,154.8,10.2,6.2,4.8,3,68.2,High
28,22.7,9.5,67.8,100,253.2,10.7,4.7,3.6,1,36.9,Medium
56,27.5,7.9,80.9,71,54,8,15.1,4.4,4,28,Low
55,30.3,6.5,72.3,47,92,7.3,8.5,4.7,1,46.8,Medium
51,24.4,4.7,90.1,61,63.6,6,10.2,4.8,1,63.5,Medium
55,24.3,6.4,66.9,96,141.9,9.4,3.9,7.1,4,36.4,Medium
51,22.4,6.7,63.4,59,174.6,7.1,2,6.6,3,39.6,Medium
35,23.8,7.6,72.9,79,235.3,7.1,6,5.6,5,33.9,Medium
47,29.3,7.9,82.9,4,13.1,8,2.9,5.8,0,55.7,Medium
32,25.3,8.2,80.9,79,162.6,6.4,1.7,8.2,1,42.4,Medium
44,21.8,4.6,70.1,6,221.6,11.1,0.8,3.4,5,79.4,High
51,26,7.3,73.9,50,236.6,9.9,3.8,7.6,1,60.6,Medium
55,29.2,6.8,75.5,64,114.8,8.2,4.5,1.8,3,42.6,Medium
50,22.8,10,58.1,8,115.8,6.3,4.2,4.9,3,24.8,Low
41,19.7,7.1,77.6,81,142.6,6.4,0.6,9,2,42.9,Medium
32,33.8,6.1,61.8,44,164.9,6.3,4.2,6.6,3,43.9,Medium
47,19.5,7.2,56.5,46,254.2,5.5,0.9,5.1,3,39.9,Medium
59,23.6,7,69.9,66,53.2,8.6,5.4,7.8,1,39.6,Medium
34,25.9,4,67.3,23,87.1,6.7,2.8,7.2,0,67,High
22,23.9,7.6,77.4,91,43.5,6.6,9.4,7.1,1,31.2,Low
46,24.7,6.5,74.3,9,184.2,6.4,7.5,5.6,5,53.3,Medium
21,27.3,7,72.5,72,238.1,10,6.4,7.9,3,51.5,Medium
27,15.4,5.7,53.9,76,36.3,6.5,6,4.7,2,28,Low
34,19.9,5.4,67.7,47,157.1,10.5,4.1,4.6,0,68,High
27,25.2,8.3,69.6,34,232.3,7.4,0.3,9.7,2,46.5,Medium
34,23.4,8.7,71.4,53,212.8,5.5,5.3,5,4,33.8,Medium
37,25.5,7.6,65.9,86,211.8,8.9,3.1,1.9,2,37.9,Medium
41,25.9,4.3,75.7,80,54.8,9.8,3.2,8.1,2,59.3,Medium
22,16.5,7.7,62.3,70,211.6,6.3,2.4,8.7,5,28.2,Low
51,30.1,4.3,76.8,15,135.1,8.1,13.2,5.5,3,66,Medium
23,23,6,77,52,235.6,8.6,1.4,1.8,5,55.9,Medium
19,21.5,8.3,62.9,39,185.9,8.2,1.9,5.9,3,36.3,Medium
30,25.8,8,62.7,99,84.8,7.1,16.5,10.1,5,7.9,Low
60,25.4,7.7,75,19,172.3,9.8,8.3,6.4,3,55.9,Medium
60,29.8,9,59.2,87,215.5,7.5,0.1,7.5,3,20.6,Low
28,26.1,7.8,81.7,68,109.5,6.8,11.8,7.7,3,36.4,Medium
64,29.6,4,72.4,44,160.3,4.5,1.3,7.9,2,65.9,Medium
40,21.2,6.4,67,5,43.1,4.5,6.1,9.7,4,44.7,Medium
33,25.6,6.9,75.8,91,193.9,8.4,4,8.2,3,41.7,Medium
48,20.5,6.8,72.6,68,145.5,7.8,3.8,5.8,4,38.7,Medium
28,25.4,6.1,70.3,48,223.1,9.8,6.3,3.8,4,56.5,Medium
33,24.5,5.5,78.5,38,191.7,10.3,1.2,6.9,1,76.6,High
25,24.4,10,63,1,117.4,7.5,0.9,5.6,1,35.5,Medium
21,24.4,6.4,76.8,38,82.3,9.9,5.3,7.4,0,63.3,Medium
57,27.9,10,60.7,20,63.9,6.9,1.7,4.3,5,17.4,Low
21,18.6,5.3,71.9,39,109.4,7.7,18.2,5.4,1,52.4,Medium
42,21.4,8,64.9,100,221,7.6,3,6,3,26.3,Low
20,24.8,7.3,56.8,81,9.5,11.2,0.6,4.1,4,29.3,Low
49,20.3,5.6,70.2,53,67.1,5.4,5.8,6.1,5,39.7,Medium
20,25.2,6.3,69.8,11,218.7,8.1,1.8,7.6,0,66.6,High
44,24.8,7,54.5,80,256.3,6.6,0.8,9.8,1,36.7,Medium
46,19.4,5.7,46.1,36,71.3,7.4,2.7,4.5,2,34.9,Medium
49,19.2,6.6,65.6,37,66.3,7.3,16.7,7.8,5,30.5,Low
36,14.5,3.5,80.9,14,262.6,8.1,2.7,2,0,91.3,High
38,20.1,8.1,70.8,6,140.1,10.7,2.1,6,3,58,Medium
22,25.1,8.8,63.4,77,78.4,11.8,2.9,6.1,5,29.5,Low
35,25.6,7.7,81.1,49,233.6,9.3,0.1,7.6,4,55.4,Medium
45,25.8,10,79.5,64,190.3,6,0.7,5,3,32.2,Low
59,21.9,8,81.2,66,208.9,7.7,9.5,6.5,3,41.8,Medium
39,24.9,8.7,76.8,100,82.6,8.5,19.1,8.2,5,14.2,Low
38,26.6,8.9,79.7,43,180,7.2,0.9,3.7,2,44.8,Medium
23,19.9,3,74.8,30,249.7,7.4,3.8,2.1,2,80.3,High
18,25.5,7.6,65.5,42,201.3,7.9,17,8.2,5,31.2,Low
22,27.6,4.9,54.9,76,223.6,9.5,0.9,4,5,45.1,Medium
58,23,5.2,63.8,47,262.3,9.1,1,6.9,5,56.4,Medium
29,29.2,5.5,83.1,81,184.2,6.8,13.1,9.9,4,48.8,Medium
43,23.1,6.5,65.2,80,104.8,9.2,6.1,7.7,1,41.3,Medium
63,21.6,8,66.8,80,220.2,11.4,0.8,4.1,3,47.2,Medium
51,27.2,7.7,59.4,60,61.5,5,2.5,3.1,5,20,Low
31,33.1,7,68.5,74,132.2,7.1,0.3,4.4,1,40.7,Medium
43,25.3,8.1,70.1,83,197,7,2.8,6.3,4,29.6,Low
62,27.5,8.2,76.2,9,0,8.2,7.5,5.5,3,40,Medium
44,23,7.7,64.4,28,170.2,4.4,4,8.7,1,45.1,Medium
26,20,4.4,62.2,47,174,10.7,5.2,7.3,3,64.5,Medium
43,25.7,5.9,78.8,97,59.1,8.1,2,4.5,2,42.1,Medium
64,26.3,7,73.9,80,176.1,8.6,0.9,7.7,5,38.8,Medium
39,23.6,8.1,73.8,61,165.2,8.4,0.1,9,2,42.4,Medium
64,27.5,5,86.5,12,152.7,7,8.6,5.4,0,78.3,High
47,22.4,7,63.6,43,245.2,9.4,5.1,7,4,48.1,Medium
60,21.4,4.7,67.7,46,220.3,8,1.3,4.3,5,55,Medium
34,29.2,8.5,77.6,63,201.2,3.8,2.7,5.7,1,43.9,Medium
43,29.3,7.4,63.4,90,68.1,7.8,8.1,4.2,3,20.5,Low
53,22.5,5,71,52,148.6,7.4,3.9,8.5,0,60.4,Medium
18,31.9,5,73.7,89,244.8,9.4,1.8,5,4,57,Medium
25,23.9,7.6,97.2,91,132.8,13.4,1.6,6.9,4,68.4,High
52,25.3,9.1,71.1,76,274.3,8.8,1.2,7.3,4,34.5,Medium
32,24.7,5.4,81.4,75,203.5,12.2,8.7,12.2,1,76.7,High
64,27.1,8.2,79.3,43,286.8,6.6,4.4,5.5,5,46.4,Medium
39,26.1,6.2,59,27,64.6,6.8,6.2,4.4,2,41.1,Medium
31,26,8.2,55,1,137.6,7.5,9.8,5.9,0,40.3,Medium
43,20.9,8,70.4,100,145.2,8.9,21.7,4.3,1,27.1,Low
45,18.2,7.2,79.2,56,198.5,6.7,1.4,5,3,49.7,Medium
40,29.6,4.2,75.2,56,90.9,4.8,1,7.5,1,62.4,Medium
31,22.8,8,69.7,33,21.4,8,3.1,4.7,3,33.4,Medium
41,24.8,7.8,67.1,86,180.3,5.7,0.2,7.1,3,30.8,Low
19,26.3,7.6,57.4,57,120.7,10.2,7.8,7.2,4,32.8,Low
62,31.5,7.3,63.6,51,112.3,9.3,10.8,6.5,1,41.3,Medium
43,25.6,5.7,54.1,28,94.6,6.5,5.8,7.3,2,42.2,Medium
31,23.4,8.6,58.2,34,159.9,8.9,1.6,5.4,3,34.2,Medium
24,22.9,8.3,63.7,74,63.9,6.9,0.7,2,4,19.5,Low
20,24.9,5.4,77.7,47,134.5,7.9,2.4,6.1,2,59.1,Medium
64,21.4,9,63.7,32,83.7,7.9,9,6.2,1,29.7,Low
40,25.1,7.2,72.6,74,101.3,7.3,2.1,5.3,2,37.7,Medium
63,24.8,7.2,71.3,72,178.3,9.7,0.2,7.3,1,51.7,Medium
60,31.6,6.7,78.3,77,202.1,5.8,1.6,7.5,3,47.3,Medium
64,24.7,6.9,59.5,8,125.5,9.1,23,6.4,0,48,Medium
62,17.3,9.1,76.7,47,227.4,8.6,5.6,6.2,0,48.6,Medium
35,35.7,8.5,61.3,66,72.2,5.2,11.6,8.4,5,12.7,Low
55,28.8,8.5,67.4,92,28.4,6.4,7.5,3.9,5,10,Low
52,33.3,7.3,73.9,82,43.1,5.8,3.9,5.3,3,30,Low
32,20.4,8.3,75.3,35,64,7.3,0.8,8,2,40.5,Medium
42,24.1,5.7,83.3,95,45,8.1,2.1,7.1,1,48.1,Medium
54,27.7,7.9,79,70,311.7,6.1,4.4,5.5,0,54.4,Medium
45,27.1,6.8,85.2,91,26,9.9,10.2,6.8,1,47.6,Medium
27,26.2,3.9,62.3,43,225,10.1,1.6,4.9,3,70,High
56,16.2,4.6,77.5,81,148,10.5,0.6,6.3,2,67.7,High
34,18.2,6,76.8,59,168,2.6,4.1,7.4,1,55.9,Medium
56,31.1,7.6,49.1,62,77.5,11.9,1,8.6,2,37.8,Medium
39,31.8,6,71.2,4,176,8.3,4.7,7.3,0,68.2,High
43,24.6,6.1,75.8,86,76.9,8.1,1.5,8.7,1,44.9,Medium
61,30.6,8.1,67.6,85,223.8,7.8,1.3,3.1,4,29.5,Low
42,20.9,6.2,57.1,89,230.4,5.4,2.5,1.6,0,41.1,Medium
34,21.8,9,89.5,75,139.2,8.7,4.5,1.6,2,42.9,Medium
30,20.6,8.7,68.9,39,144.5,11.2,3.9,8.2,3,47.6,Medium
37,21.6,7,69.7,18,184.6,8.3,1.4,7.2,4,51.2,Medium
42,27.9,8.1,58.4,46,180.5,5.8,11.1,4.6,5,23.7,Low
21,21.6,7.9,62.2,64,231.9,4.9,0.6,5.2,1,39.2,Medium
27,34,6.6,65.5,66,229.7,7.4,0.2,6.7,5,39.3,Medium
20,26.8,8.3,81.7,90,147.7,6.5,4.6,4.6,0,40.2,Medium
58,29.3,8.5,77.2,17,111.8,9.4,0.7,4.4,1,55.6,Medium
62,27,5.6,65.3,49,214.9,10.7,3.5,4.7,1,66.8,High
35,29.9,7.2,78.1,29,137.5,8.9,15.2,4.5,4,47.9,Medium
64,21.5,7.2,65.7,65,159.1,7.8,6,6.1,4,32.4,Low
53,30.8,8.3,75.2,4,192.4,7.7,4.8,9.3,4,48.6,Medium
64,25.6,6.3,72.6,92,228,8.1,4.3,4,4,40.9,Medium
39,29.8,6.1,76.6,96,170.9,5.7,1,5.9,3,43.7,Medium
51,19.2,7.3,70.1,41,103,9.2,2.8,6.9,2,47.8,Medium
64,25.7,8.8,74.6,83,293.8,5.8,2.1,7.1,4,34.4,Medium
25,25.6,5.2,82.9,93,272.4,10.2,15.3,5,0,70,High
57,22.5,5.5,75.2,4,68.6,7.3,1.4,7.2,1,65.4,Medium
61,26.3,6.2,67.3,49,77.1,9.7,3.2,6.8,5,44,Medium
36,31.2,6.5,72.1,84,87.1,5.1,13.9,5.1,4,29.4,Low
59,22.2,4.4,80.9,57,217.9,9.6,7.8,3.3,0,78.5,High
58,28.8,9.2,73,78,296.8,10.7,16.7,3.7,3,40.5,Medium
54,20.5,6.8,64,83,109.5,5.4,4.7,7.5,0,36.1,Medium
23,33.4,6.6,67.9,7,163.5,7.8,2,8.9,5,49.7,Medium
43,28.1,9.4,74.3,30,89.8,8.7,8.8,6,5,29.4,Low
51,31.9,8.1,64.9,11,286,8.8,1.7,8.8,0,60,Medium
62,27.7,6.2,84.2,20,216,7.3,0.9,5.9,3,67.9,High
23,26.6,7.2,60.4,93,84,7,6.1,3.7,5,16,Low
54,28.2,6.9,86.4,61,0,8.5,5.1,5.6,3,44.7,Medium
50,24.5,9.2,66.9,90,233,8.7,10.6,9,1,28.5,Low
39,18.5,6.7,56,89,104.2,6.7,16.3,4.8,4,16.3,Low
38,26.8,4.8,72.8,32,217.4,6.3,9.7,5.7,5,57.7,Medium
23,22,4.2,59,25,173.5,10.4,0.3,8.4,0,75.7,High
23,20.6,9.2,68.1,89,3.3,8.2,5.5,8.2,2,14.2,Low
21,27.5,5.8,65.5,99,85.5,3.5,7.7,6.6,2,32.2,Low
47,23.9,8,78.9,39,121.7,10.4,20.1,7.1,1,52.1,Medium
28,29.1,7.1,73.4,64,95.9,6.8,2.3,8.1,2,40.7,Medium
47,21.8,6.4,56.5,58,159.3,8.1,0.9,6.6,1,41.3,Medium
48,23.1,6.6,63.1,14,182.1,8.7,9.6,8.6,4,48.3,Medium
41,29.6,9.4,79.3,0,293.1,5,1.9,7.3,1,59.6,Medium
26,26.1,4.8,83.4,10,187.8,7.4,4.6,5.7,3,74.5,High
20,19.1,6.4,66.6,54,269.3,10.6,2.5,6.9,3,60.6,Medium
48,26,8.4,60.1,1,111.9,10.2,2.6,5.2,3,46.4,Medium
57,30.9,5.1,83.5,64,243.2,7.4,6.6,4.1,5,58.6,Medium
54,23.1,9,76.1,94,119.5,9.4,2.2,3.7,3,30.1,Low
53,27.4,8.3,84.3,43,76.6,9.7,5.9,5.6,3,48.5,Medium
41,21.6,7.4,71.2,15,73.3,9.6,0.1,6.6,3,52.6,Medium
48,24.5,6.2,64.5,21,0,5.7,2,9.6,3,41.9,Medium
23,29.4,4.9,77.4,17,218.3,11.3,1.9,6.8,5,80.4,High
19,25.9,8.1,73.7,46,46.8,7.1,6.9,6.4,3,32.6,Low
37,30.2,10,66.9,80,262.7,8.2,1.9,5.8,3,24.5,Low
45,26.7,7.2,72.8,29,136.1,7.3,5,5.3,4,44.3,Medium
28,33.9,4.3,72.5,9,25.6,8.5,5.8,6.3,5,58.2,Medium
21,18.7,7.7,74.3,98,60.6,6.3,5.4,5.4,3,24.9,Low
32,24.1,8.3,74.5,57,165.3,7.5,4.6,5.4,1,41.5,Medium
23,20.7,5.6,57.3,61,0,8.4,2.7,7.6,4,30.6,Low
47,20.9,6,56.4,84,197.2,10.4,2.3,4.2,5,40,Medium
55,21,5.9,67.1,79,28.7,10.2,4.2,5.5,2,44.6,Medium
19,25.7,6.2,70.7,5,90.9,10.3,0.3,4.6,0,71.8,High
32,25.9,6.7,78.1,66,165.9,9.7,10.4,6.2,5,47,Medium
28,26.7,5.7,76,40,187.4,11.7,8.7,7.7,4,69.5,High
25,20.5,5.1,82.3,42,213.8,7.4,2.1,6.7,3,67.3,High
43,23.7,7.3,64.7,84,45.5,7.7,4.2,5.6,4,21.2,Low
62,21.1,6.7,62.8,76,125.3,7.6,13.5,7.9,0,35,Medium
61,28.7,6.3,62.3,17,237.4,7.9,1.6,7.8,0,60.9,Medium
22,21.5,7.1,75.7,57,125.3,5.1,6.8,6.1,5,37,Medium
23,24.1,4.7,69.8,59,173.5,8.5,0.4,9.2,3,57.8,Medium
43,27.2,7.4,52.6,87,163,9,3.7,6.8,3,25,Low
21,22.5,6.4,70.8,26,254.1,7.5,10.8,6.8,1,59.3,Medium
36,27.8,7.4,74.1,67,112.7,4.5,4,3.6,0,43.6,Medium
37,31.4,7.6,71.8,21,38.8,8,4.8,2.6,3,40.1,Medium
50,25.8,8.7,73.4,23,72.6,5.4,11.9,6.1,0,40.5,Medium
37,28.6,7.2,59.6,39,165.1,8.9,6.3,8,1,44.9,Medium
29,16.7,8.6,82.3,73,24.4,8.2,6,6.7,2,31.7,Low
64,23.3,6.5,73,65,106.4,8.4,4.4,7.9,0,49.5,Medium
18,25.7,6.6,52.6,39,156,5.9,5,5.2,1,39.7,Medium
43,20.8,6.9,67.8,5,88.7,10.5,8.1,6.2,1,61.5,Medium
31,25.8,8.2,74.5,17,176.1,8.3,19.4,6,1,47.4,Medium
55,29.2,7.9,61,80,208,6.2,7.9,2.4,4,24,Low
54,17.5,7.2,71.6,86,186.4,9.2,6.1,9.6,5,35.9,Medium
28,20.2,5.2,84.4,29,26.2,8.2,0.7,8.4,3,61.9,Medium
53,25.7,7.9,63.9,20,156.3,11.7,8.5,7.9,0,60.8,Medium
30,26.8,5.7,75.2,61,162.6,6.9,6.7,8.6,5,45.8,Medium
60,28,5.6,73.6,9,119.5,5.5,7.4,5.1,4,56.5,Medium
20,25.4,5.3,79.9,12,175.1,8.6,1.3,7.6,0,78.7,High
50,26.8,6.9,69.8,75,172.2,10,11.7,5.1,5,39.4,Medium
23,28.6,8.8,61.1,8,142.7,12.6,0.5,6.3,4,53.6,Medium
27,23.3,5.6,78.2,67,69.7,14.8,1.5,2.5,3,76.9,High
22,22.6,9.5,58.7,38,147.9,4.9,5.4,5.7,1,27.2,Low
40,24.3,8.4,87.7,23,299.4,7.7,5.6,2.9,5,55.7,Medium
27,25.8,4.8,76,33,118.6,5.5,1.9,3.5,5,57,Medium
61,22.4,6.4,62.7,60,233.8,7.5,6,5.9,0,49.1,Medium
19,23.4,5.4,80.3,40,153.1,13,2.5,4.6,1,86.7,High
30,26.6,8,70.7,4,85.9,6.4,0,6.7,3,45.3,Medium
57,25.6,5.5,68.1,78,126.3,8,0.9,9.3,0,49.7,Medium
19,24.3,4.6,62.8,49,148.7,6.8,10.7,4.8,2,50.8,Medium
37,18,6.5,47.7,3,202.4,6,1.3,5.5,2,46.8,Medium
18,25,8.8,76,50,340.4,11.6,0.6,7.3,2,65.5,Medium
54,21.1,6.7,51.8,51,154.4,4.9,5.7,4.7,3,31.1,Low
26,28.9,7.6,64,38,51.5,7.8,2.9,4.6,2,34.7,Medium
34,23.8,7.7,73.7,7,17.6,8.2,8,5.1,5,37.9,Medium
26,21,4.7,63,44,116.3,7.9,9.9,7.8,0,54.4,Medium
28,24.8,5.7,71.5,87,59.8,7.4,9.4,2.5,5,30.7,Low
32,30.1,7,60.4,27,194.6,11.2,1.9,4.3,2,59.9,Medium
41,27.5,6.2,67.8,26,195.2,3.8,3.5,9.1,0,60.1,Medium
55,25.9,9.6,72.1,64,138.3,8.9,5.3,0,5,24.1,Low
52,19.7,5.2,57.8,33,202.6,9,1.9,5.7,3,55.9,Medium
47,31.5,5.6,90.1,80,155.2,8.6,0.2,9.1,1,65.6,Medium
48,22.5,7.4,62.4,100,299.4,6.3,3.4,9.8,5,27.8,Low
22,28.7,6.1,85.6,61,200.1,10.4,0.1,7.6,4,67.5,High
61,23.7,3,67.7,61,221.6,10.3,15,8.3,2,72.5,High
31,28.4,9.9,56,37,34.1,6.3,8,4.1,4,9.2,Low
28,30.2,5.4,61.2,25,56.3,5.6,1.1,4.3,1,51.2,Medium
26,27.6,7.8,73.1,23,188.3,5.2,1.7,9.4,3,48.9,Medium
51,28,5.1,81.8,38,26.1,8.5,20.3,5.5,5,48.1,Medium
29,24.6,5.7,87.5,20,100,8.1,2.3,2.2,3,66.3,High
52,23.3,4.6,70.4,93,244.4,7.3,7.7,6.8,1,54.7,Medium
52,25.6,5.9,58.5,46,98.3,12.2,3,5.6,4,54.5,Medium
18,23.6,6,72.1,47,53.2,7.1,10,6.2,5,37.8,Medium
57,34.9,6.8,66.7,12,203.4,8.4,6.1,1.2,2,55.8,Medium
39,21,6.4,71.9,100,315.9,7.6,0.1,0.7,0,53.2,Medium
46,29,4.8,62.6,2,85.3,11.9,1.7,6.6,3,74,High
25,27.1,6.2,50.2,31,247.9,4,4.1,5.4,1,47.6,Medium
28,25.9,9.2,83.6,34,75.3,7.4,13,5.1,5,30.6,Low
58,30.9,9,70.7,18,141,9.2,0.5,6.8,4,42.3,Medium
54,26.2,7.7,71.1,13,144.5,7.6,4.6,4.4,2,49.1,Medium
31,22.5,8,78.7,47,87.4,5.4,1.8,5.5,4,38.2,Medium
47,26.2,10,89.4,85,220,8.4,11,5.1,2,35.9,Medium
52,24.3,7.9,76.9,80,26.8,4.8,7.2,7.8,5,22.5,Low
38,27,8,72,67,165.6,9.3,2.3,2.2,0,47.9,Medium
54,28.3,4.7,76.3,44,235.9,7.2,0.9,4.7,0,73.5,High
22,21.6,5.3,65.4,18,213.4,6.8,0.1,8.2,1,65.4,Medium
36,29.8,7,72.8,63,189.3,10.1,4.9,4.3,1,56.4,Medium
31,24,5.8,70.9,100,276.8,6,2.6,6.2,2,48.2,Medium
43,26.8,5.5,63,65,132.4,4.9,1.9,9.3,2,44.6,Medium
21,27.5,5.7,71.5,78,28,6.2,21.2,6.3,2,33.2,Medium
42,26.5,4.9,74.4,65,160.8,12.1,3.1,10.3,2,74.1,High
